Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC50416;Gold is a precious commodity, and it is incredibly rare. In fact, the total amount of gold dug up before the fourteenth century would scarcely fill up four large rooms. Nonetheless, it plays an important role in both the international currency market, and the commodity trade in many societies. Thus, it was of great interest to the treasury that it appears credible that a large gold vein has been discovered in $PROVINCE$ by prospectors. There is already a great hubbub in $CAPITAL$, with many declaring that they intend to pack their bags, travel the great distance to $PROVINCE$ and get rich. Doubtless, for many, this is not likely to happen, but the discovery bodes well for our state.;;;;;;;;;;;;;x
EVTNAME50417;Gold Vein Depleted;;;;;;;;;;;;;x
EVTDESC50417;Some years ago, a great vein of gold was found in $PROVINCE$. $PROVINCE$ itself has become a byword for sudden and fantastical wealth, and many fortunes were both made and lost in prospecting and mining in $PROVINCE$. In recent years, however, it seems as if this fabled land of rivers of gold is becoming one of streams, and now droplets. The great gold mines of $PROVINCE$ are running dry. The eager prospectors are now packing up their bags, and mounting their swine to head to the next awaited great bonanza, and those who remain are left to try to scrounge up a little life in the undeveloped wastes.;;;;;;;;;;;;;x
EVTNAME246246;From Bad to Worse...;;;;;;;;;;;;;x
EVTDESC246246;In our currently politically vulnerable situation, it seems we have been given a premonition for further negative developments. One of our neighbours has recently elected to withdraw its ambassadorial staff, and shutter its consulates. This, it is felt, could mean only one thing: war. We must brace for this challenge!;;;;;;;;;;;;;x
EVTNAME123123;AI AGRESSOR EVENT;;;;;;;;;;;;;x
EVTNAME50418;Protection Implemented;;;;;;;;;;;;;x
EVTDEC50418;Following our successful seizure of territories further into the Juruntine, the director-general has issued an order for the closure of the old settlements and territories. For most estates this means very little actual change in policy beyond a few more rejections of admission or transfer requests, though watchmen at sensitive points like exchanges, border posts, public granaries, mess halls, and factories are increasingly encouraged to check internal passports of labourers.;;;;;;;;;;;;;x
EVTNAME50420;$FROMCOUNTRY$ Rejects Overlordship!;;;;;;;;;;;;;x
EVTDEC50420;Our recent efforts to meddle in $FROMCOUNTRY$'s government have ended in disaster. Rather than accepting the changes we imposed upon them, they have raised their flag in rebellion, and broken the seal of our government!;;;;;;;;;;;;;x
integration_of_strangers_act_title;Pass Integration of Strangers Act;;;;;;;;;;;;;x
integration_of_strangers_act_desc;The increasing influx of strangers to our land threatens to overthrow the delicate composition of Wapkami society... or so the argument goes. It is true that Wapkami society is a highly stratified one, with a highly corporate identity. An Poumnian settler society set amongst the sullen, silent faces of the Asyum natives, with their closed J'ur temples and connections with the dense jungle villages, we have had to become closed in, and secretive. We have had to be severe in our governance, too, to guard against internal threats to our order. For the Poumnian serf, transplanted from the grain paddies of the Poudwouvas, was wont to become wild, and contumacious when set in the vast sparsely settled coasts of the Juruntine. Thus, each settlement, from the lowest 'Dro', or planation, to the great 'Ouswun's (forts) of Aincha keeps its own guild (kuukriw) structure, with a delicate path for succession, progression, and the exclusion of strangers, all as part of the harmonious structure of the Wapkam company. However, a lack of care at the arrival of immigrants, nominally responsible to the 'Mroumou Sharotib Shadravamn' (Work Authority of Strangers), has led to their establishment of basically free and autonomous communities within Wapkami society. There are many cries for more distinct efforts to subjugate immigrants to a more strict integration into Wapkami society.;;;;;;;;;;;;;x
repeal_strangers_act_title;Repeal Restrictions on Xenotic Immigration;;;;;;;;;;;;;x
repeal_strangers_act_desc;The stringent effort to restrict unfettered immigration of foreigners into Wapkam is, ultimately, a hindrance to our strength. Able bodies to work the fields, to die in wars, and to cut and haul lumber are more important than any social and administrative harmony to be gained by restricting immigration. ;;;;;;;;;;;;;x
guest_worker_act_title;Insitute Metical Restrictions;;;;;;;;;;;;;x
guest_worker_act_desc;The extreme xenophobic wing of Wapkami society has long argued for the constitutional enshrinement of metical restrictions. The establishment of a strict 'metic' (in the Poumnian - 'Pkoau') class, unable to ever achieve any citizenship or member of any guild, or access certain supports or privileges, and whom are in fact typically shunted into servile or banausic work, would appease many nativist sentiments, and indeed would probably make life easier for even the lowest of the members of the company, but it is bound to create suboptimal conditions for labor allocation, and make our state less attractive to migrants.;;;;;;;;;;;;;x
repeal_guests_act_title;Abolish the Status of Metic;;;;;;;;;;;;;x
repeal_guests_act_desc;The metical restrictions to our society are, overall, a burden, and it is time to repeal them. Those of merit and good birth should eventually be able to rise to higher ranks of our society, even if they were born abroad.;;;;;;;;;;;;;x
post_napoleonic_thought;Gozomedic Army Thought;;;;;;;;;;;;;x
post_napoleonic_thought_desc;Gozomedic Army Thought;;;;;;;;;;;;;x
post_napoleonic_army_doctrine;Gozomedic Army Doctrine;;;;;;;;;;;;;x
post_napoleonic_army_doctrine_desc;The dynamic Greatlord of the eastern domains, Gozomedes Midodazh, at the outset of his reign, marshaled massive forces to begin an invasion of the rebellious and fractured imperial provinces. His army laws disrupted the traditional dynamic of noble officers leading the sons of their serfs into battle, and created some of the first true massive armies. The scale of tactics prompted a pivot to wars of dynamic movement, and grand battles, as well as logistical and officerial innovations as the military staff gained increasing flexibility and responsibility. His vastly effective armies, as demonstrated most spectacularly in the battle of Adnozhkt, against the combined forces of the southern alliance, demanded the large adoption of Gozomedic tactics and scales of arms by most of the foremost early states of Ishafazh in the early parts of the fourteenth century.;;;;;;;;;;;;;x
field_fortifications;Field Fortifications;;;;;;;;;;;;;x
field_fortifications_desc;In the years following increasingly dynamic and grand battles, there were redoubled efforts to innovate in the area of fortifications and syngerise them with the dramatic mobile warfare of the early fourteenth century. Innovations accumulated in carefully positioned fortresses as well as trenching, embankments, and sappers embedded in units to provide shelter for mobile artillery positions.;;;;;;;;;;;;;x
railroad_transport_groups;Railroad Transport Corps;;;;;;;;;;;;;x
railroad_transport_groups_desc; The advent of the railroad and especially its proliferation in the fractious territories in the Great Nâg encouraged the increased integration of civilian, military, and private railway organization in pursuit of military aims. Civilian and private entities worked closely with military authorities to ensure enough rolling stock for hasty mobilization, and timetables were communicated with the general staff; train conductors were either part of the soldiery or trained for mobilization patterns; and finally special transport corps were organized for embarking and disembarking on and from trains.;;;;;;;;;;;;;x
tank_experiments;Two-Legger Experiments;;;;;;;;;;;;;x
tank_experiments_desc;The "Two Legger" was a late fourteenth century landship pioneered in the substantial war between the Great Nâg and Poumnia. Consisting functionally of an combustion engine axel system that turns two massive front metal wheels supported by smaller auxiliary wheels at the back and a sheet metal skeleton, it features a back engine brig, a front gunnery hold to preserve a mounted artillery piece or machine gun, and a tall front cabin tower with a barred window for shooting and steering. The first and earliest two leggers saw service trundling across the shelled-out landscape of the frontlines in Dhuknâg. Its narrow tall structure with massive wheels made it easy to steer, and less liable to get stuck in muddy terrain, and even ford through small swamps, but it was liable to tip if hit directly by shells.;;;;;;;;;;;;;x
tank_exploits;Two Legger Doctrines;;;;;;;;;;;;;x
tank_exploits_desc;The early two legger deployments were usually clumsy or ill conceived. Two Leggers were hit by shells and toppled, their drivers were shot dead by daring soldiers who ran right up to them, or they simply stalled out from engine failure, rough terrain, or another mechanical issue. However, in the Nozo-Piikland battle of 1383, a trio of two leggers made a decisive difference in the fighting. Supported by infantry crews, a two legger charge with substantial firepower unleashed shattered Poumnian lines and drove the Poumnian position into a rout, eventually allowing the Jiishanâgi forces to push the Poumnians back to the Piik river. From this point on, a number of doctrinal observances became associated with two legger combat: infantry support, and charge/ram maneuvers, primarily as a means for breaking tough positions. They began to feature spiked ramming pieces or grates towards the front of their chassis for annihilating those in their way. The two legger also became a curious tool for the gendarmeries, its fearsome image and armored shell protected the officers and soldiers from restive citizenry, and it was used as a mobile base of operations for regional occupation.;;;;;;;;;;;;;x
tankette;Tracked Legs;;;;;;;;;;;;;x
tankette_desc;The earlier two leggers featured primarily large, broad, metal wheels, which made for great agility in flat spaces, and long term reliability, requiring less maintenance, but also limited the size of the landship by weight, forcing engineers to install smaller artillery pieces and machine guns. However, the use of tracking for specialized mobile heavy artillery installations made for the possibility of designing two leggers with far greater firepower and armor. Treading also made them more resilient to irregular terrain in mountains and hilly settings. The first combat ready tracked Two Legger, "Baztakoi", Namanak Dodazh's "mobile fortress", was deployed late in the Nâgi-Poumnian war in 1386, and saw combat as a fortress buster in the scree ridden muddy hills of Pouromum.;;;;;;;;;;;;;x
light_tank;Heavy Leggers;;;;;;;;;;;;;x
light_tank_desc; The substantial increase in tonnage allowed by tracks allowed for not only a substantial increase in size and firepower in the design of traditional two leggers, but allowed for a substantial revision in design. The traditional steering cabin tower was moved to the center, but the engine brig was also expanded to include a crew quarters for carrying infantry, and the frontal artillery installations were expanded and improved. The "mobile fortress" of the later Nâgi-Poumian war was a fearsome installation on a strategic position in a battlefield, which came to be a central fixture of late fourteenth century and early fifteenth century warfare.;;;;;;;;;;;;;x
armored_cars;Two Legger Support Crews;;;;;;;;;;;;;x
armored_cars_desc;With the invention of larger and treaded two leggers, the heavy wear and tear on the treads, and more intensive engine usage made them less reliable, and oftentimes they would be towed by tractor to battle sites, rather than consistently driven across long distances, and supported by active infantry crews trained to fight alongside two leggers. The presence of regular support crews for larger two leggers led to their gradual adoption by the smaller two legger crews as well, in a limited way. Integration within infantry units trained to right two leggers helped deal with stability, and a ledge for sappers to rest on at the back of the two legger allowed for quick mobilization of duckboards and digging of gullies to traverse vastly irregular terrain in non-combat settings.;;;;;;;;;;;;;x
late_enlightenment_philosophy;Practical Realism and Subjectivism;;;;;;;;;;;;;x
late_enlightenment_philosophy_desc;Practical Realism and Subjectivism;;;;;;;;;;;;;x
idealism;Functionalism;;;;;;;;;;;;;x
idealism_desc;Functionalism;;;;;;;;;;;;;x
neokantian_idealism;Ashkazhine Functionalism;;;;;;;;;;;;;x
neokantian_idealism_desc;It is undoubtedly clear, declared Opau Ashkazh, in The Functional Account of Being (1302), a foundational text of the mechanist Ashkazhine epistemology and ontology, is that things exist because they do things, and what they do is the totality of their being. They are mere "machines" working on other machines. One cannot conceive of even the impression of an object save for the capacity of the object to act upon the mind. In such a way, the mind, the body, and all "things", the "thing" label now extended also to processes, words, and ideas, for these similarly have affective capacity, are merely acting and receiving machines, both affective and pathetic. This broadly synthetic and systematizing work would be followed by substantial revisions and elaborations by Ashkazh's students and Ashkazh himself, and would dominate the intellectual climate of Ishahfazh in the first half of the fourteenth century.;;;;;;;;;;;;;x
hegelian_idealism;Pragmatics and Linguistics;;;;;;;;;;;;;x
hegelian_idealism_desc;The posit of words as processes by which a subject acts, not as signifiers, gradually revolutionized the study of language. Drawing on the work of Ashkazhine functionalism and the parts of it devoted to philosophical and linguistic discourse, Ishagiza Bohdma in The Empirical Study of Word Usage and Translation (1320), gives a broad theoretical and ontological account of the functions of words and their systematic orderings as functional modes of speech, incorporating older notions of the grammarians such as the indicative and the imperative.;;;;;;;;;;;;;x
proto_existentialism;Ultranominalism;;;;;;;;;;;;;x
proto_existentialism_desc; The advent of a linguistic paradigm that fully excluded any commitments to suppository or significatory features came to resurrect an old debate in metaphysics. Practically, argues, Rukroum Betz-Ohrun, in The Wallaby's* Tail (1315), an asemantic language fails to commit us to, not just categories or universals, but even particulars. A divergence from Ashkazhine functionalism, who believes we can talk of the machines that work, Betz-Ohrun and his school, drawing on a already restrictive epistemological system, came to believe that while words can be used to cause other to believe in entities, they do not actually speak of classes or entities or indicate classes or entities. *Meaning a large rodential creature found in Pruuntia.;;;;;;;;;;;;;x
malthusian_thought;Pazzak's Quanta;;;;;;;;;;;;;x
malthusian_thought_desc;Pazzak's Quanta;;;;;;;;;;;;;x
positivism;Mnemosynianism;;;;;;;;;;;;;x
positivism_desc;Mnemosynianism;;;;;;;;;;;;;x
functionalism;Conceptual Analysis;;;;;;;;;;;;;x
functionalism_desc;Conceptual Analysis;;;;;;;;;;;;;x
biologism;Machinism;;;;;;;;;;;;;x
biologism_desc;Machinism;;;;;;;;;;;;;x
enlightenment_thought;Anti-Magisterialism;;;;;;;;;;;;;x
enlightenment_thought_desc;Anti-Magisterialism;;;;;;;;;;;;;x
paternalism;Paternalism;;;;;;;;;;;;;x
paternalism_desc;Paternalistic attitudes have historically been popular in various parts of Ishafazhi society; patronage, lordship, bonds of social clientage, wala, etc. have been prevailing attitudes and implicit structural relationships that have ordered the relations between those considered social betters and social inferiors. Anti-Magisterial and Liberationist speculation broadly reinforced these ideas, either from a perspective of governmental responsibility for guaranteeing liberties, or, in a reactionary context, reaffirming the preferable relationship of lordly patronage as opposed to yeomanry and peasant freedom. ;;;;;;;;;;;;;x
constitutionalism;Rustic Naturalism;;;;;;;;;;;;;x
constitutionalism_desc;The speculation of the anti-magisterial movement led to a broad endorsement of rusticism and naturalism in political economy. Championing peasant agrarianism as "natural state of affairs" and particularist rural communitarianism as the perfect form of social organization, liberationist texts such as Dhov (Lord) Bozzamogga Nozkazh's Man and Nature and Madha Bidazh's Programme for the Shapt County Harvest popularized these political ideals. In many parts of the world the proliferation of these texts encouraged peasant militancy and regional organization, such as rural land banks, local assemblies, and a blending of the social and the political community in the countryside.;;;;;;;;;;;;;x
atheism;Congregationalism;;;;;;;;;;;;;x
atheism_desc;Liberationist and anti-magisterial speculation and political agitation broadly endorsed rural congregationalism as an ideal for the relationship between faith and social organization. Dencouning state involvement in ecclesiastical organization, political and religious activists beginning in the Gashdzii realms began to champion religious self-organization. Self-conscious religious organizations broadly had the effect of increasing social solidarity in regional communities, and reinforcing a sense of local and cultural identity.;;;;;;;;;;;;;x
egalitarianism;Fraternity;;;;;;;;;;;;;x
egalitarianism_desc;Early liberationist writing implicitly lauded a certain sort of patriarchal masculine fraternity among the yeomen class, but later liberationist writers, notably Yathoon Ifo in An Enquiry into the Origins of Nations came to construe "fraternity", understood as an exclusive, ostensibly ultimately racial and brotherly, covenant of male yeomen who would fight, farm, and pray, autonomously but voluntarily together, as constituting the only legitimate foundation of nationhood. Extended so into the political sphere, "national fraternity" came to dominate the political discourse, especially in the revolutionary and free-yoker political contexts. ;;;;;;;;;;;;;x
rationalism;The Sovereign Will;;;;;;;;;;;;;x
rationalism_desc;"The Sovereign Will" as an idealization of a resolved social covenant between voluntarily free citizens pooling their natural sovereignty endowed to them by nature, land-ownership, and strength ultimately became the rational basis for Liberationist governance. A tension in liberationist philosophy between the professed sovereignty of the individual, his (for ultimately the only political subject for the liberationist was a male) implicit relationship with the community, and the paradoxical need to construct a government to demarcate the limits of government always plagued liberationist speculation. These contradictions were ultimately resolved by Sevu Orooth in his influential synthesis Three forms of Mortal Governance, where, in the third part, he describes "the perfect [or divine - Sithevan makes no distinction] community" (Bo Yethu Anitoro), government by the sovereign will that preserves both communal liberty and individual liberty, both of which ultimately are free to then constitute a harmonized will by a self-conscious identification with its preserving faculties, the "benign circle' that is "the hand that holds itself", in Orooth's words.;;;;;;;;;;;;;x
ideological_thought;Political Dogma;;;;;;;;;;;;;x
ideological_thought_desc;Political Dogma;;;;;;;;;;;;;x
authoritarianism_desc;The liberationist outburst stimulated the vigorous and self-conscious reformation and clarification of epistemological and practical principles by conservative and reactionary thinkers. Rallying behind the capacity for violence and naked force of reactionary armies, the clerical and municipal police, and the hangman's gallows, many defenders of the old order have come to champion the state's power to control as the foundation of its right to existence and right to command the lives of subjects. In the Modhag Police Commissioners Handbook of 1311, Arch Constable (Jakozzak) Vazzamak Nazakh lays out a plethora of methods for control of the populace, including closed juries, secret informants, penal labour colonies, mock-executions, and spectacular public violence, as well as provides short and practical justifications for the "maintenance of order and the foundations of the laws".;;;;;;;;;;;;;x
hierarchical_order;Romantic Servitude and Social Corporatism;;;;;;;;;;;;;x
hierarchical_order_desc;The context into which industrial society sprung was not an early modern context with a feeble public sphere, but a basically premodern cognitive context. The reactionary psychology was deeply rooted in ideas of personal servitude to a local master, whether the district governor of a Poumnian Inu (Imperial Province), the local Dhov (Lord) in the feudatories of Gashdiik, or the rootsman of the northern Tehurites. In a context of increasing literacy and political debate, in the 1310s and onward one sees a proliferation of public and private texts glorifying the romantic nation of service to another or the (exclusive) community; the bond between lord and master, comradeship in armies, and thrilling sublimity of adapting one's being entirely to the faithful service of a greater power. The gubernatorial oath of the Gozonazhk polity composed in about 1313 is a prime example of the adaption of romantic service to new context. Pledging strict loyalty, body and soul, the candidate is expected to prosecute his duties as governor of cities and provinces, "were he but a limb of the powers that be, the crown, estates, and parliament".;;;;;;;;;;;;;x
traditionalism;Parochialism;;;;;;;;;;;;;x
traditionalism_desc;Self conscious and dogmatized parochialism gained currency as a political ideal in the early fourteenth century. Amenable to both the needs of Liberationists and Conservatives, ideological parochialism champions the immediate and the local, the family, the village, the court, the manor, as the natural organization of society. All political life is seen as the outgrowth of family life, and this is seen best kept as a small and local affair. Drawing on a vast collection of clerical and monarchical propaganda texts throughout history, the acme of this political development came with Dosh Modo of the Guzzadt Chruch in Gaub's The Care of Souls (1315), a synthetic work on the ways to goodness and salvation, which incorporates vast amounts of discourse on the role of the state, family, community, and the prince as the "little father", proxy of the mother Guzzadt, in a reality rife with religious order and significance.;;;;;;;;;;;;;x
political_religion;The Divine Community;;;;;;;;;;;;;x
political_religion_desc;The success of the Liberationist experiment in Sublime Veyethu after the revolution of 1297 planted a particular Vugiorian brand on Liberationist and Free Yoker discourse. Originally, of course, the Liberationist thought was an outgrowth of social-magisterialism, and the emphasis on freedom of congregational organization remained a cornerstone of Liberationist philosophy, but the Veyethian state took the extreme position of covering much of its political decisions with appeals to "natural theology", "the numinal will", and "the sacrosanct order". Even in non-vewugist contexts, Liberationist demands became intimately involved in, and made with appeal to, religious discourse and concepts.;;;;;;;;;;;;;x
individualism;Antietiologism;;;;;;;;;;;;;x
individualism_desc;A strange and short-lived doctrinal flourishing the Vokonazhi domains, Antietiologism was a fascination of the reclusive and esoteric literary intelligentsia. It emphasizes not the free will of all individuals, but specifically champions the senselessness of notions of cause, motion, behavior, and suggests that all action is both uncaused, and unwilled. Demanding a shift to the "psychology of the steppe", this being a period of fascination with the Hyundaatv of northern Bafozh, it attacks both the liberationist movement and conservatism positing an absence of meaning to both of their structures. Practically, it would encourage greater political disobedience and unorthodox thought in the academy. Its foundational text was Ishahmedes Doshkazhk's Will, Anti-Will, and Unwill (1322), a concise discourse on the concept of willing, and its ramifications in ethics, politics, and aesthetics. The reverberations of Antietiologism would be subtle but persistent, narrowly affecting political discourse, but spawning a degree of aesthetic and literary responses.;;;;;;;;;;;;;x
secularization;Secularization;;;;;;;;;;;;;x
secularization_desc;The advent of modern economic structures, increasing literacy, and the unorthodox liberationist employment of religious discourse encouraged a conceptual distinction between the city of god and the city of man. Once embedded in a common social habitus in most parts of the world, a key feature of the modern mind was this conceptual distinction and the possibility of the construction of secular subjecthood. Drawing on the work of various heterodox historical commentators on the matter, social thinkers and political dogmatists, such as Shomoho Mudt and Drid Tzau-Hydom began to advocate for a secular ideal. The secular impulse would undergird the demands for Statism and the formation of the Statist ideology.;;;;;;;;;;;;;x
determinism;Political Functionalism;;;;;;;;;;;;;x
determinism_desc;Functionalist philosophy eventually found its way to the field of social and political speculation. In Shomoho Mudt's Social and Political Being (1319), Mudt declares there is nothing "given" about the state or the community save for that one of its functions is typically to perpetuate its own existence - a new, better state may be made by systems working within it, and the test of the state is merely its ability to "operate". Mudt's work would be foundational in the clarification of Statist political organization, as well as their revolutionary dogma.;;;;;;;;;;;;;x
post_nelsonian_thought;Early Modern Naval Tactics;;;;;;;;;;;;;x
post_nelsonian_thought_desc;Early Modern Naval Tactics;;;;;;;;;;;;;x
classicism_n_early_romanticism;Style Athisoisique;;;;;;;;;;;;;x
classicism_n_early_romanticism_desc;Style Athisoisique;;;;;;;;;;;;;x
bureaucracy_vs._nepotism;Plebeian Behavioral Quantimetrics;;;;;;;;;;;;;x
bureaucracy_vs._nepotism_desc;The management of large populations always presents a challenge. “How to manage something as changeable and fickle as the crowd?”, asked Pazzak the Younger, in “Criminal Behavior in Grain Dole Recipients” (1325). Employing methods from the quantified social sciences, an emerging field of behavioral response study developed largely commissioned by civil servants and those with interests in public order. Eschewing psychological explanations as “impenetrable” or “unknowable” or “metaphysically unreal” (the functionalists), the Quantimetricians of the governments of Ishahfazh pioneered a number of incentive and disciplinary methodological guidebooks to both manage, guide, or gradually deconstruct social behaviors based on empirical outcomes.;;;;;;;;;;;;;x
meritocracy_vs._aristocracy;Bureaucratic Accountability Theory;;;;;;;;;;;;;x
meritocracy_vs._aristocracy_desc;Beyond the naked capacity for force, the so-called ‘civil elements’ are a near essential feature of those social organizations called states - a parasitic growth on tributary structures that has come to be a despotic and controlling organ. The rationalization and the improvement of the methodology and structure of the civilian bureaucracy can vastly increase the efficiency and strength of the fiscal-military institution that is the state. In the mid-fourteenth century, the synchronous expansion of the civil bureaucracy and the emergence of statist-functionalist philosophy stimulated a plethora of opinions on the improvement of the civil bureaucracy. Foremost among them was Goun Sha-Gosod Sha-Man’s “Treatise on Servility” (1326), which, while, cast in the strange context of the Poumnian divine cult, and the extension of divinity through service, clearly indicates a broad awareness of the importance of the development of a civilian ethos, a pride in employment, an identification with the state, and audit structures to ensure tireless labor in the service of the state. Particularly, Sha-Gosod Sha-Man’s emphasis on record keeping accountability and bypass appeals processes speaks to emerging notions of flexible bureaucracies that can purge their own calcified sinews.;;;;;;;;;;;;;x
mission_to_civilize;Frontier Management Theory;;;;;;;;;;;;;x
mission_to_civilize_desc;The quick increase in direct administration of overseas possessions called for the development of techniques for managing foreign populations as well as flexible frontiers. Trial and error led to a gradual rationalization and formalization of methods, recorded and to be read by neophyte colonial functionaries, administrations, and officers. Summary executions, popular appeasements, maintaining segregated lands, granting of temple rights, integration with local elites, incentives to settle tribesmen, etc, all became systemic employments of the colonial governor.;;;;;;;;;;;;;x
biased_multiculturalism;Imperial Cleruchies;;;;;;;;;;;;;x
biased_multiculturalism_desc;The settlement of veterans of the imperial and metropolitan armies on the land of defeated peoples and states has always been a common practice of empires. In the imperial and colonial boom of the mid-fourteenth century, there was no exception. Veterans of all sorts, even sepoys from foreign continents, and indeed in some more populist governments, the poor and the wretched of the metropole, were often given “lots” of land, appropriated from the pre-colonial elites. Millions of hectares of land were used by these powerful landowners, who often employed local labour to build a new life in the colonies.;;;;;;;;;;;;;x
